irr-D5-10	10	2	4	0	(1,0,0,0,0)
irr-D5-16	16	4	-4	3	(0,0,0,1,0)
irr-D5-45	45	16	8	12	(0,1,0,0,0)
irr-D5-54	54	24	72	12	(2,0,0,0,0)
irr-D5-120	120	56	-32	72	(0,0,1,0,0)
irr-D5-126	126	70	-100	120	(0,0,0,2,0)
irr-D5-144	144	68	28	75	(1,0,0,1,0)
irr-D5-210a	210	112	-136	180	(0,0,0,1,1)
irr-D5-210b	210	154	644	168	(3,0,0,0,0)
irr-D5-320	320	192	288	240	(1,1,0,0,0)
irr-D5-560	560	364	-76	633	(0,1,0,1,0)
irr-D5-660	660	704	3904	1248	(4,0,0,0,0)
irr-D5-672	672	616	-1192	1758	(0,0,0,3,0)
irr-D5-720	720	532	908	855	(2,0,0,1,0)
irr-D5-770	770	616	488	1212	(0,2,0,0,0)
